userId,n_pages,thumbs_down,home,downgrade,roll_advert,about,add_playlist,nextsong,thumbs_up,error,submit_upgrade,total_length,label
1663893,3599,29,133,45,61,4,62,2945,154,5,2,734693.0,1
1066645,3916,35,139,42,3,5,102,3270,162,4,0,816134.0,0
1276848,26,0,0,0,4,0,1,18,1,0,0,4643.0,0
1350539,5303,48,215,55,66,14,110,4384,188,4,3,1087674.0,1
1402537,1200,8,43,6,9,1,34,1002,51,0,1,247269.0,0
1855851,81,0,6,0,7,0,3,60,1,0,0,15050.0,0
1152598,2123,9,77,8,58,4,45,1751,77,5,1,435257.0,0
1093591,4124,45,130,43,2,10,110,3433,179,3,0,851371.0,0
1169917,1877,21,60,8,30,4,54,1555,65,2,1,390855.0,1
1152331,545,6,30,0,33,0,13,409,25,1,0,101938.0,0
1606063,968,9,37,6,0,3,16,811,35,3,1,201017.0,0
1963506,2013,15,72,21,13,4,47,1681,88,1,1,415140.0,0
1321961,759,3,26,8,1,0,26,633,21,2,1,157672.0,0
1095752,413,3,12,3,0,3,15,343,16,0,0,83490.0,0
1290540,4408,40,167,35,2,12,91,3691,206,6,0,914654.0,0
1359371,889,5,27,7,1,1,21,753,39,1,0,184737.0,0
1487073,959,11,48,0,55,1,24,752,31,1,0,194310.0,0
1137541,365,2,17,3,8,2,9,291,17,1,1,72007.0,0
1366505,1533,15,44,9,19,2,44,1272,76,1,1,318126.0,1
1713511,742,1,35,1,47,1,11,589,29,0,1,147704.0,0
1763093,4207,35,143,40,14,6,98,3521,185,5,2,876363.0,1
1770304,3359,31,103,31,8,6,67,2845,135,6,2,714444.0,1
1516361,654,3,26,2,37,0,14,520,28,1,1,130858.0,0
1301786,3822,36,128,22,75,8,86,3130,170,3,2,785024.0,1
1492540,1879,15,67,13,30,6,40,1531,92,2,1,376052.0,1
1780917,994,7,39,0,60,2,25,773,40,2,0,189058.0,0
1339753,7235,63,236,70,29,12,173,6052,336,7,1,1504268.0,0
1463565,1810,19,74,16,13,3,38,1507,66,3,1,368936.0,0
1480128,1934,11,89,16,32,4,47,1560,78,3,1,385226.0,0
1033153,973,5,35,3,23,2,29,792,35,0,1,191122.0,0
1439913,1657,12,52,14,1,2,36,1407,69,2,0,351876.0,0
1422950,4448,39,137,47,22,8,118,3697,199,4,1,913297.0,0
1893149,2003,17,77,21,37,1,34,1649,80,0,3,407821.0,1
1884384,7640,63,284,56,160,19,181,6249,295,11,4,1541358.0,1
1720443,4197,39,156,29,68,11,105,3396,174,4,3,846776.0,1
1024680,2382,22,82,13,38,6,58,1941,120,2,1,483408.0,1
1365300,4197,27,153,38,45,6,94,3482,175,4,3,876963.0,1
1225305,455,7,20,0,34,4,10,341,16,0,0,86118.0,0
1891481,1102,11,46,4,28,2,24,882,46,1,1,220348.0,0
1453239,140,0,3,0,8,0,2,111,11,0,0,27699.0,0
1613569,5021,44,170,46,2,7,117,4206,225,4,1,1051257.0,0
1937373,9697,83,345,93,30,16,216,8152,417,15,2,2023183.0,1
1196855,1189,10,31,9,9,4,33,995,49,3,1,244591.0,0
1720473,4393,44,144,31,4,14,103,3706,172,6,0,927379.0,0
1999088,3377,26,137,27,56,8,74,2744,149,1,1,676292.0,0
1604861,10428,83,346,88,60,29,262,8727,430,8,2,2167326.0,1
1928390,1448,11,56,10,19,3,40,1171,60,2,1,291516.0,0
1960656,1582,12,52,12,27,3,29,1303,73,4,1,322645.0,0
1210377,4841,50,164,45,11,10,123,4052,209,3,1,1011976.0,0
1928524,307,1,11,3,2,0,7,251,19,0,1,58732.0,0
1634275,1080,8,34,13,1,0,24,899,47,1,0,221161.0,0
1599866,1099,9,42,10,22,2,21,907,36,0,1,221640.0,0
1288432,1112,11,51,6,16,1,33,871,46,1,1,219409.0,1
1170801,1699,11,60,17,13,3,44,1405,81,1,1,352493.0,0
1775655,2708,25,86,26,1,13,61,2305,105,3,2,567761.0,1
1418545,3682,24,133,45,4,9,95,3074,153,6,1,755598.0,1
1576500,1972,10,73,8,15,3,57,1644,80,0,1,413033.0,1
1474649,1477,20,49,20,7,2,31,1240,52,1,1,308805.0,1
1687380,2204,25,64,22,4,3,57,1842,115,1,1,454462.0,1
1102114,2045,19,75,16,27,2,47,1666,79,5,2,419116.0,1
1154401,759,3,23,4,16,1,22,620,26,1,1,154389.0,0
1116108,2289,12,82,22,24,6,55,1900,98,2,1,477238.0,0
1309182,118,1,4,0,11,1,2,83,3,0,0,21125.0,0
1285700,2980,30,95,24,23,4,59,2502,121,2,1,627352.0,0
1525134,6581,52,240,60,36,11,145,5533,265,4,3,1379245.0,1
1784713,486,3,14,3,1,1,14,400,23,0,0,96632.0,0
1434725,3505,24,113,21,31,9,86,2912,151,4,1,725665.0,0
1866153,5077,42,191,46,57,10,122,4131,218,5,2,1030251.0,1
1758330,890,4,28,6,8,1,21,737,47,1,1,181179.0,1
1267908,1925,16,64,10,48,0,49,1546,105,2,1,376311.0,0
1918963,3418,30,110,25,1,3,71,2908,143,5,0,716428.0,0
1406232,726,4,35,6,0,0,11,603,30,0,0,150608.0,0
1243875,2383,20,77,22,1,2,59,2030,97,1,0,506423.0,0
1955238,4144,34,155,42,9,9,105,3436,160,5,1,852394.0,0
1367676,5922,48,222,45,61,9,152,4866,265,7,2,1204949.0,1
1248852,998,7,38,3,23,1,27,812,39,2,1,204462.0,0
1082829,2218,19,76,12,21,6,60,1843,105,3,1,457177.0,1
1205304,2054,18,84,10,94,2,48,1626,66,3,4,396901.0,1
1701527,4008,38,163,12,110,5,89,3265,155,1,2,820151.0,1
1322496,7229,60,264,63,37,21,182,6002,312,8,2,1496474.0,1
1563727,2737,23,106,27,54,6,76,2226,104,4,1,561788.0,1
1006092,2660,25,92,16,19,2,58,2227,104,2,2,549025.0,1
1242732,264,1,17,0,12,1,6,190,11,0,0,47456.0,0
1826142,3,0,1,0,0,0,0,1,0,0,0,221.0,0
1104321,1623,11,59,21,9,4,41,1360,57,3,1,338553.0,0
1838590,2889,20,102,24,33,5,65,2404,118,2,2,601379.0,1
1197541,921,7,18,10,0,0,15,799,38,1,0,198386.0,0
1316761,1065,8,45,2,43,1,21,850,50,0,1,210120.0,1
1263988,1682,13,54,14,21,0,33,1391,70,3,1,349487.0,1
1093994,2414,18,74,13,33,2,85,1983,95,3,3,502693.0,1
1602030,1465,7,52,8,42,5,32,1188,62,1,2,288426.0,1
1535410,196,1,10,0,13,0,3,147,13,0,0,35859.0,0
1809650,4141,38,156,38,7,10,93,3435,187,5,1,853293.0,1
1382223,504,2,22,5,17,0,11,396,27,0,1,98853.0,1
1833842,153,1,4,1,0,1,2,134,6,0,0,31533.0,0
1315609,472,1,28,2,16,0,12,356,20,1,0,90158.0,1
1852150,6177,46,198,68,8,11,141,5200,262,14,1,1283160.0,0
1877968,767,6,29,5,16,0,21,619,31,1,1,152819.0,1
1423840,968,8,56,2,18,3,18,778,32,0,2,191552.0,1
1908470,1684,11,72,19,17,1,40,1378,77,1,1,340510.0,0
1372439,3034,24,104,19,34,3,64,2522,139,1,2,624836.0,1
1115262,3992,35,140,32,26,6,91,3346,159,4,2,834815.0,1
1117205,381,3,21,0,21,1,7,281,17,0,0,69125.0,0
1672579,5236,50,192,38,74,6,112,4361,198,2,3,1089684.0,1
1217244,1034,10,37,4,13,1,22,852,41,1,2,213163.0,1
1719197,2031,17,64,19,0,8,48,1720,74,3,0,422614.0,0
1473613,849,10,30,10,0,2,17,724,26,1,0,177449.0,0
1982623,113,2,6,0,4,0,2,88,5,0,0,21531.0,0
1768591,172,1,8,0,17,0,1,133,5,0,0,33902.0,0
1707063,727,6,35,3,29,2,16,576,24,1,1,148277.0,1
1804678,2013,20,79,12,47,4,48,1635,76,0,1,402515.0,1
1962019,94,0,5,0,8,0,4,71,1,0,1,18567.0,0
1575439,1606,17,68,13,43,3,36,1280,67,2,1,322765.0,1
1638649,780,3,33,7,41,2,16,621,26,0,0,153053.0,1
1484757,2400,21,77,19,22,11,55,2005,116,4,1,501892.0,0
1432486,9434,89,357,83,90,18,228,7811,387,5,1,1934889.0,1
1530100,3079,23,112,26,8,5,74,2583,139,1,1,633811.0,0
1662573,2409,13,88,20,7,5,60,2022,99,1,1,500158.0,1
1475274,948,9,27,7,1,4,29,791,45,0,0,193179.0,0
1210962,1501,18,49,11,9,0,39,1248,65,3,1,316335.0,0
1869533,2456,17,80,11,19,4,48,2049,95,4,1,512719.0,1
1971426,1136,9,47,14,12,1,24,917,44,1,1,229522.0,0
1358238,2206,29,94,11,28,6,38,1817,82,0,2,448713.0,1
1570110,2441,17,73,31,19,4,62,2034,102,4,1,494488.0,1
1965678,1855,20,67,7,29,2,38,1513,78,4,1,380283.0,0
1339441,3413,35,120,26,3,4,73,2870,151,1,1,710764.0,0
1437068,5545,53,183,55,15,5,117,4667,224,3,2,1167952.0,1
1293779,401,5,16,3,3,0,7,326,21,0,1,81330.0,0
1832754,299,0,15,0,24,0,6,224,9,0,0,56101.0,0
1784783,711,6,26,0,54,1,14,547,22,0,0,137226.0,0
1892677,4750,45,180,50,20,14,104,3949,197,2,4,974039.0,1
1644580,4232,28,142,35,16,11,108,3569,176,4,2,888793.0,1
1915287,7764,60,274,72,33,11,181,6500,312,6,4,1619290.0,1
1004888,2098,18,63,25,1,4,41,1790,88,2,0,440622.0,0
1382400,6962,64,250,73,32,13,172,5805,287,11,3,1439320.0,1
1870214,3237,32,131,18,43,6,67,2666,127,2,1,665153.0,0
1738211,1296,11,43,6,38,1,28,1054,47,0,1,260397.0,0
1417966,931,6,30,8,2,1,26,781,37,1,0,191748.0,1
1634691,2230,16,81,22,5,8,63,1831,100,4,0,450660.0,0
1930347,1170,8,40,10,12,3,22,980,46,3,1,244749.0,0
1858856,3265,32,124,24,32,4,68,2740,125,4,1,681979.0,0
1446278,2044,18,79,14,16,4,46,1699,74,3,1,416179.0,0
1160258,1362,11,58,6,23,1,23,1104,56,2,1,278500.0,0
1900165,77,2,3,0,5,0,2,59,4,0,0,14963.0,0
1882682,1303,9,39,14,21,5,31,1090,44,0,1,274496.0,0
1359245,1153,6,53,2,35,1,23,943,49,2,1,234433.0,1
1050644,4571,34,162,29,21,8,100,3847,202,0,1,956044.0,0
1177311,1884,23,76,15,27,3,34,1542,79,4,1,385194.0,1
1599556,4156,17,134,29,4,4,109,3513,199,2,1,879976.0,0
1195956,132,2,5,0,10,0,5,99,5,0,0,24353.0,0
1528396,154,3,1,1,0,1,2,141,3,0,0,35038.0,0
1248958,1952,24,67,12,37,5,43,1613,80,2,2,405570.0,1
1077017,2552,15,98,26,30,11,63,2114,97,2,1,525091.0,1
1334216,4138,39,168,30,35,6,80,3404,161,9,3,847641.0,1
1917723,2979,31,100,21,10,6,68,2508,129,1,1,620944.0,0
1042567,642,3,35,0,46,1,14,483,26,0,0,119445.0,0
1415905,279,4,17,0,11,0,9,204,12,1,0,50562.0,0
1102646,1454,10,44,12,8,3,28,1213,74,1,1,298396.0,1
1771441,3230,31,109,31,11,7,84,2693,140,3,1,676430.0,0
1611320,1532,7,67,10,58,5,39,1190,78,3,1,293990.0,0
1486106,5246,47,194,31,69,16,124,4336,223,7,2,1085382.0,1
1934241,1574,15,59,21,2,7,43,1309,66,0,0,325396.0,0
1998931,6622,63,242,65,42,12,151,5514,277,6,3,1362069.0,1
1956083,1183,12,48,8,5,4,33,965,53,1,1,239232.0,0
1185691,886,5,32,5,20,2,20,713,46,0,2,181050.0,1
1424984,403,5,12,3,6,1,10,333,17,1,1,83436.0,0
1688788,1204,10,39,13,3,0,23,1020,52,1,1,250648.0,0
1242572,763,7,33,2,54,3,20,585,25,0,1,150704.0,1
1321163,1901,17,61,10,39,4,59,1555,70,1,1,385256.0,0
1713169,929,12,37,7,11,2,25,764,25,3,1,186602.0,0
1207563,500,3,22,2,6,1,10,417,15,0,1,105121.0,1
1725011,1069,9,29,7,6,0,31,899,42,1,1,222884.0,0
1604150,1540,16,47,9,3,3,35,1296,70,1,0,322755.0,0
1802358,1670,17,51,24,1,2,44,1408,62,0,0,350312.0,0
1089333,2026,18,79,16,7,0,46,1686,94,0,1,417923.0,1
1781717,2875,22,122,15,46,8,73,2334,109,0,1,576181.0,0
1607024,1334,13,46,16,7,5,24,1117,59,2,2,273488.0,1
1369286,163,0,13,0,12,0,3,118,9,0,0,29912.0,0
1102502,3489,28,129,35,15,7,87,2885,149,3,1,727092.0,1
1962359,1191,9,53,9,19,1,30,975,49,1,1,244207.0,0
1042187,512,4,24,0,32,2,12,392,24,0,0,100173.0,0
1145105,3166,28,118,32,16,6,75,2629,131,3,0,658735.0,1
1925244,348,3,20,0,18,0,7,264,13,0,0,69441.0,0
1627135,4268,29,125,38,10,9,96,3622,187,2,1,900358.0,0
1943338,3858,33,144,39,11,7,86,3209,142,5,2,796747.0,1
1215486,771,6,29,8,10,1,19,627,38,1,1,153276.0,0
1191698,2800,33,108,22,3,2,68,2313,115,6,0,562890.0,0
1748906,6285,60,242,47,116,11,150,5127,245,0,5,1276932.0,1
1176340,3054,12,108,38,11,5,60,2568,134,1,1,635622.0,0
1735440,1962,19,58,16,37,6,36,1608,93,1,1,400956.0,0
1764944,563,7,23,3,30,1,6,453,17,1,1,113861.0,0
1161333,3310,23,138,16,50,4,90,2702,139,2,2,672613.0,1
1549991,3306,29,128,28,19,13,79,2724,142,1,1,691062.0,1
1824544,185,2,6,0,9,1,6,144,12,0,0,36981.0,0
1115745,1127,12,43,14,12,4,30,915,41,1,1,225477.0,0
1799504,739,3,29,1,12,0,22,609,31,1,1,151730.0,0
1139920,1592,6,58,13,28,4,44,1296,68,2,1,320087.0,0
1745135,1405,10,68,7,50,4,23,1132,51,1,1,280425.0,0
1373230,4888,53,170,36,73,12,112,4029,191,5,2,1009761.0,1
1404198,2755,16,73,18,12,3,76,2320,118,5,1,577998.0,0
1495554,2631,19,94,18,60,2,58,2164,112,3,2,534411.0,1
1032556,3619,29,121,34,51,2,80,3023,134,2,2,751712.0,1
1782550,3214,36,111,29,2,5,59,2695,137,2,0,669835.0,0
1019862,3967,36,160,35,5,12,93,3327,167,5,1,833166.0,0
1810112,4956,39,187,38,90,11,125,4041,215,6,2,1008087.0,1
1363829,200,1,11,0,16,0,6,143,6,0,0,35720.0,0
1390853,4415,28,147,33,45,12,99,3706,183,5,1,914200.0,1
1676917,571,2,17,6,0,1,18,474,23,0,0,119518.0,0
1399846,515,4,29,0,28,0,9,404,13,0,0,98769.0,0
1113721,3889,29,140,29,35,12,108,3234,142,2,1,796375.0,1
1903242,4707,39,166,52,13,11,113,3923,199,4,2,969617.0,1
1955523,1657,22,68,6,35,3,32,1347,57,3,1,337361.0,1
1889683,629,6,27,2,11,3,20,495,34,1,1,121021.0,0
1189585,403,3,11,3,8,0,5,329,20,1,1,86329.0,0
1717625,297,3,11,0,24,2,5,233,13,0,0,58160.0,0
1480148,2802,23,77,28,7,7,67,2359,137,4,1,586245.0,0
1426763,1304,9,50,1,63,2,19,1028,62,3,1,255883.0,0
1134017,1097,16,32,6,5,5,31,905,44,1,1,224000.0,1
1935278,1787,13,66,20,3,1,46,1514,59,0,0,377227.0,0
1937008,401,2,9,0,20,1,6,330,17,0,1,82775.0,0
1066974,5742,55,201,46,24,13,149,4774,260,2,2,1190132.0,1
1962483,3543,32,126,37,12,5,69,2958,135,3,2,730646.0,1
1820280,2666,14,107,26,41,5,57,2184,101,3,1,543346.0,0
1405116,4366,33,140,39,44,8,96,3652,198,6,3,901567.0,1
1135008,2178,16,69,30,36,7,46,1809,80,2,1,444606.0,0
1321822,2562,15,84,11,1,8,80,2181,98,3,0,543049.0,0
1803557,1436,10,49,11,0,2,31,1215,67,0,0,306214.0,0
1084150,4924,37,151,29,39,9,110,4145,216,6,1,1035469.0,0
1159603,1077,8,42,0,68,4,16,852,40,0,0,209242.0,0
1623670,4452,36,172,34,28,12,113,3668,192,0,2,906899.0,1
1754899,4717,29,183,33,89,11,108,3823,227,4,2,949753.0,1
1740035,1471,8,62,6,45,3,35,1174,66,1,1,295487.0,1
1623012,1090,12,32,11,16,5,19,908,43,2,0,221321.0,1
1753982,749,7,36,7,18,1,11,603,27,0,1,148980.0,0
1529498,922,8,26,8,0,2,28,781,39,2,0,191532.0,0
1681525,335,4,13,3,1,0,8,273,13,0,1,71071.0,0
1105845,5906,46,200,44,73,16,131,4910,235,5,3,1218597.0,1
1646275,6040,43,228,36,94,14,138,4977,246,3,4,1241122.0,1
1457550,668,7,41,1,27,3,6,507,19,0,1,124943.0,1
1924677,5180,30,149,37,2,6,140,4381,229,5,0,1087325.0,0
1530826,2820,25,110,26,8,5,54,2353,119,6,1,585829.0,0
1831475,1626,18,55,15,20,2,29,1376,62,2,1,341973.0,0
1502492,1735,10,59,14,66,6,38,1404,70,1,1,350870.0,1
1160692,3452,29,106,37,13,5,83,2881,159,5,1,712569.0,0
1962915,4385,37,122,27,47,6,118,3672,173,2,2,910740.0,1
1197691,1007,7,36,13,15,1,24,820,38,1,2,202716.0,1
1732870,2518,10,107,11,76,7,59,2026,89,2,2,506331.0,1
1877310,3069,25,98,31,14,6,63,2585,123,5,0,646865.0,1
1859443,6036,55,204,39,54,8,128,5042,264,5,3,1251613.0,1
1783536,4160,28,141,36,24,5,98,3494,189,9,2,865200.0,1
1810363,5007,38,172,42,33,8,115,4178,218,9,1,1032607.0,1
1543545,1750,14,58,17,0,2,38,1472,63,2,0,366795.0,0
1021910,1447,11,60,11,13,4,21,1216,51,1,1,303814.0,0
1370083,1009,8,33,4,7,2,25,845,41,1,1,209405.0,0
1876457,871,5,23,9,4,2,21,742,31,0,1,184796.0,0
1401012,2846,24,84,30,8,3,72,2417,119,1,1,604403.0,0
1275307,2540,17,105,6,105,5,65,1987,109,1,1,488694.0,0
1705640,1288,7,55,13,0,0,36,1062,49,2,0,264361.0,0
1544934,336,3,11,0,21,0,8,267,12,0,0,66141.0,0
1419106,301,1,12,0,3,3,6,242,17,0,1,57214.0,0
1395638,1515,24,57,12,19,2,34,1251,53,0,1,310831.0,0
1075368,3960,30,138,34,24,8,94,3326,175,2,2,834841.0,1
1221188,367,1,17,0,18,2,7,281,17,0,1,67969.0,0
1105314,1997,18,66,13,3,4,51,1658,97,1,1,415186.0,0
1495032,8632,73,298,85,27,18,204,7274,330,3,3,1802823.0,1
1332565,1992,15,90,14,14,4,50,1632,77,3,1,409723.0,0
1763192,3668,34,140,33,16,7,83,3033,155,3,2,751437.0,1
1406065,2233,26,83,11,33,5,46,1845,68,3,1,465954.0,0
1554671,3553,26,107,30,14,3,81,2986,162,4,1,742377.0,0
1643703,1314,14,56,5,24,2,36,1060,62,0,1,261880.0,0
1323434,3344,33,118,25,14,7,78,2804,158,5,2,692884.0,1
1667774,4641,45,153,43,30,8,90,3915,194,1,2,973603.0,1
1005715,587,4,21,0,40,3,12,463,19,0,0,113285.0,0
1074872,575,6,16,2,13,0,9,483,13,0,1,120677.0,0
1813617,3123,26,112,14,23,6,76,2586,130,4,2,643672.0,1
1794683,5598,47,186,48,28,8,152,4648,240,7,2,1157639.0,1
1526041,264,2,9,2,0,2,8,218,11,1,0,55261.0,0
1676111,505,4,26,8,7,0,15,402,24,0,0,102328.0,1
1786512,1000,11,37,13,3,2,17,834,42,1,1,209684.0,0
1912253,1383,14,43,11,12,2,42,1145,62,2,1,286137.0,0
1327765,656,6,41,0,30,1,17,499,19,0,0,125688.0,0
1604911,770,2,41,0,47,3,16,605,25,0,0,148888.0,0
1819011,2658,22,88,14,52,8,51,2192,115,3,1,542889.0,0
1390009,218,2,5,4,0,0,5,181,15,1,0,44515.0,0
1115575,2756,21,96,25,22,2,60,2331,113,2,1,576189.0,0
1676531,4334,36,161,34,62,6,102,3562,197,4,1,883507.0,1
1469342,1944,14,81,19,22,5,50,1595,73,1,1,398022.0,0
1494712,6342,66,200,62,19,8,149,5321,268,5,2,1326378.0,1
1947859,3838,39,115,29,21,5,78,3224,177,4,1,805699.0,0
1487060,9052,81,328,68,113,13,219,7487,384,6,4,1866025.0,1
1548389,2734,17,103,17,21,3,71,2248,116,3,0,563777.0,1
1060009,1095,10,46,4,65,0,22,855,41,2,1,210493.0,1
1200978,3886,32,134,36,8,10,76,3254,164,0,1,806316.0,0
1366191,950,10,33,12,8,3,21,784,36,2,1,196140.0,0
1451249,86,0,6,0,8,0,3,66,1,0,0,16451.0,0
1863415,6079,46,196,45,48,7,163,5069,265,5,1,1268092.0,1
1658815,1310,10,48,16,19,1,20,1066,53,1,1,264969.0,0
1497358,767,4,26,7,4,4,18,642,28,1,0,159268.0,1
1679239,1246,11,44,11,12,5,23,1044,48,1,1,262710.0,0
1536790,1641,14,53,16,0,3,38,1396,66,3,1,348889.0,0
1391302,1187,13,43,7,3,2,32,999,43,2,1,249055.0,0
1058987,3328,26,113,29,4,8,75,2802,137,4,1,698245.0,0
1023234,1245,8,43,11,2,3,30,1040,52,1,1,253077.0,0
1180535,712,2,19,4,43,1,19,576,27,0,1,144789.0,0
1279782,2650,25,89,21,9,4,55,2197,125,5,1,547663.0,0
1093227,1293,14,55,11,9,3,28,1058,58,1,2,263812.0,1
1019103,11217,93,372,96,64,17,253,9382,492,11,2,2334223.0,1
1344584,3522,29,148,32,82,10,80,2852,141,2,3,703622.0,1
1840479,386,6,14,0,25,2,5,295,18,2,0,74858.0,0
1602937,4373,42,162,52,22,10,81,3637,174,8,1,896631.0,0
1468687,1096,9,39,3,2,1,32,899,53,0,0,225766.0,0
1053066,5087,46,199,43,48,9,118,4171,226,7,1,1041750.0,1
1234825,4518,41,154,38,13,13,103,3804,186,5,2,958786.0,1
1211716,2337,14,105,15,42,1,56,1899,98,3,1,465839.0,0
1345224,2641,19,111,23,21,7,56,2180,109,2,1,544543.0,1
1480286,3010,24,115,20,14,4,69,2498,151,3,1,622654.0,0
1939579,1333,9,58,5,44,1,28,1050,55,2,1,263429.0,0
1907505,3894,29,107,37,3,5,106,3314,161,3,1,821068.0,0
1056495,1146,10,41,4,19,5,20,945,51,3,1,234474.0,0
1192810,1921,22,49,14,26,2,34,1619,87,1,0,400376.0,1
1879820,5027,40,160,39,29,10,125,4216,214,6,1,1042461.0,0
1434741,209,2,5,2,0,2,5,174,9,0,0,42728.0,0
1355841,4533,35,162,24,85,18,99,3722,197,2,1,913210.0,1
1292350,1530,12,55,10,22,2,38,1259,67,3,2,312160.0,1
1809867,1524,15,46,14,4,1,32,1278,71,2,0,313055.0,0
1431005,161,1,9,0,4,1,2,121,9,1,0,29108.0,0
1062281,4019,44,140,26,73,7,110,3291,172,2,2,823992.0,1
1900592,989,8,41,3,9,1,28,827,36,1,1,204186.0,0
1840651,1428,13,54,9,49,3,40,1126,65,1,2,281108.0,1
1945521,1412,12,60,19,1,3,38,1158,52,5,0,287928.0,0
1145697,2047,17,73,15,1,7,47,1720,90,3,0,421548.0,0
1352367,3070,31,99,36,17,5,67,2548,143,4,1,644178.0,0
1900347,4211,26,165,40,60,9,90,3511,171,4,2,867783.0,1
1593988,1224,11,53,4,62,2,45,941,43,0,2,236980.0,1
1427239,3515,26,127,28,54,8,85,2899,156,0,1,725222.0,0
1709101,687,9,25,0,45,1,16,533,23,2,0,131142.0,0
1524819,3869,39,139,36,4,5,86,3253,143,6,0,820450.0,0
1545878,866,5,29,6,19,2,20,688,36,1,1,166858.0,0
1269149,5717,46,195,50,109,18,161,4660,253,8,3,1149837.0,1
1626167,207,2,15,0,9,0,5,157,10,0,0,36926.0,0
1407129,868,8,31,8,12,5,18,712,39,0,1,176088.0,0
1185600,84,0,4,2,0,0,4,63,2,0,0,16401.0,0
1490069,2200,16,69,12,3,3,56,1851,84,1,0,460067.0,0
1330922,364,2,16,0,25,0,2,297,11,0,1,72670.0,0
1578460,1220,10,48,8,50,3,22,977,45,0,2,250159.0,1
1667989,2448,17,98,18,5,7,59,2033,111,0,1,512889.0,0
1790475,719,5,39,6,18,1,22,559,32,0,1,139885.0,0
1130605,307,3,10,0,30,0,7,235,13,0,0,58352.0,0
1384732,1205,7,36,11,1,1,32,1035,50,2,0,262076.0,0
1123156,1548,10,53,5,25,4,35,1281,72,0,1,325610.0,1
1774993,773,4,24,9,1,3,12,653,31,0,0,164219.0,0
1854957,289,5,22,0,13,0,4,212,13,0,0,51558.0,0
1421240,3292,22,122,30,37,5,80,2735,140,7,2,674913.0,1
1882628,108,1,4,0,2,0,3,83,6,1,0,21047.0,0
1643100,1370,10,52,8,43,1,31,1110,63,0,2,280813.0,1
1029700,1821,10,57,20,1,1,45,1535,79,1,1,384774.0,0
1156714,1170,14,41,13,3,0,28,974,49,1,1,245591.0,0
1288295,2233,18,80,14,4,1,58,1873,101,3,1,468882.0,0
1223922,3420,31,125,22,24,1,95,2819,148,6,3,707639.0,1
1848880,922,11,28,10,1,1,21,777,35,0,0,191776.0,0
1890835,8688,68,314,49,35,11,194,7278,378,11,3,1812091.0,1
1201407,933,6,33,9,12,2,19,763,40,0,1,189638.0,0
1329417,3986,32,127,42,9,9,82,3353,164,2,1,832737.0,1
1390264,4023,31,127,37,18,11,90,3378,172,2,1,834303.0,1
1313977,2523,17,69,32,6,4,55,2143,115,3,1,532702.0,0
1771186,5017,42,175,49,32,12,135,4160,196,6,1,1034440.0,0
1062624,670,1,19,7,1,1,11,582,26,0,0,143988.0,0
1822561,3377,32,115,20,55,8,92,2770,137,5,1,692603.0,0
1439302,494,7,16,0,38,1,15,370,20,0,0,93073.0,0
1206052,3094,30,93,21,2,10,73,2614,130,2,0,642266.0,0
1212712,3174,22,101,29,3,3,67,2703,129,1,0,667439.0,0
1631940,1287,17,40,8,0,1,36,1076,62,2,0,269012.0,0
1918108,757,8,42,0,48,0,19,560,33,0,0,136901.0,0
1382709,1321,16,49,14,3,1,26,1089,46,2,1,270044.0,0
